addr,side,group,btcblack_found,btcblack_latency_ms,block_height
bc1q4ghvutgjn07qefspezr65kmmyndk2ez9epxdls,input,target_blocks,False,24.7,
bc1q9yg0hn4n9t58mwhtzqxa9syetpvfgkwuc70aek,input,target_blocks,False,24.1,
bc1q0rpdcsqhjzuuvfnj4f3k225q96k0ujls708xav,input,target_blocks,False,23.4,
bc1qmuhrjugedceqw5g5pkzps8xgy6yzjsjs5fzw7p,input,target_blocks,False,36.0,
bc1q6qn09p70ye8fuye5pwynrtndjwdq0eemnfe3f7,input,target_blocks,False,22.5,
1D45yLmGqJet7oUVXexzz7XchawxPjvNPi,input,target_blocks,False,24.2,
bc1q04fwe4md4aml7zfryjr49503n94t6xy62jdrle,input,target_blocks,False,33.9,
bc1p8hcy5jj3k7p8gxk3225sdxut0q54a2up3zz0r2zc59ytuvvez7qs772f2j,input,target_blocks,False,39.7,
bc1psewg2gn92ydjergux0wh6k7aeh70cnel0vc9x7ypmlqa0zw8rwms5lqgmd,input,target_blocks,False,25.2,
bc1pnh5fjxuryy8urcdc3u6hggn80ydyg6t9r9qc3qxefvhty7z9fksssv0lg0,input,target_blocks,False,24.1,
bc1pt62z2k5zs6dhm5gc76kfkfnsu6ne7p0xk7705de30cnq3kdfxtusp5agce,input,target_blocks,False,23.1,
bc1q80303uh0974jcwuugsh7c2uhpzzh4mykxzdv7f,input,target_blocks,False,22.6,
bc1psf62y3szp9rfqf4wyfvhfkzx2d7fsr5nj3h6cqxhh2z9tfzgtk4s20p2um,input,target_blocks,False,22.6,
bc1qw4a4m36uzxlvvgatukar9sdtge3q874rr4k6yf,input,target_blocks,False,24.6,
bc1q6efczluarp4ftjy7qwydlnppzxt99jfmshztes,input,target_blocks,False,26.4,
bc1q4g45e30eg22s85qw4l9vj2uesjwspwjkjf3tln,input,target_blocks,False,87.5,
bc1qn9dxpx2erujyhfp4a0p26rsynch78zxqezq7v3,input,target_blocks,False,29.3,
bc1qe2a5yxd6csj6j258z5hgdyuahuz7tpu77qqxlz,input,target_blocks,False,24.5,
bc1q88hkkfky330qjtq4etg32fs6nstun8ah0kkl4t,input,target_blocks,False,23.7,
bc1qgjr0nve5nkxpx6xx6t24x7lzy7gj4fjnqfdt9s,input,target_blocks,False,24.0,
bc1qw4aq0z7vq5tsxpzz6wk4fhth3sldhkp0tkcwuw,input,target_blocks,False,86.4,
bc1qz9vecsz0zmrxnty7pqpl34d2xm9hsrgw3u8qvt,input,target_blocks,False,29.2,
bc1q3g0lsrgz7vpcj2rnkmjfk0fu27t549e444ytz0,input,target_blocks,False,22.7,
1DXuAViTpbwbZNRudPegfNcgWsUg4qvGZc,input,target_blocks,False,25.1,
bc1qc9hmvqxv094mswquluvzyx6hwxcyepuqysqu62,input,target_blocks,False,24.6,
bc1q6reluhnm44jvq4gnp8lyj7s4dggspu84xu0vx3,input,target_blocks,False,22.6,
bc1prlyeljq43de6fcf0akpnzgauutfl44gwz9d0c5zkq83k28pueqxs0zf0h9,input,target_blocks,False,22.2,
bc1prpzz7nrufw3zxaw2wachlxtqwppl95ckfvw4m7jan9sz8p3qgqqqtpldnr,input,target_blocks,False,22.6,
bc1qht08r8q5xakz8mfuwj8q4pyvlx3h80jdrqkt4l,input,target_blocks,False,23.6,
bc1ql5tdk44ams5yzqc2wezse8tdc6kpsxr07ckhy4,input,target_blocks,False,22.9,
bc1q7cyrfmck2ffu2ud3rn5l5a8yv6f0chkp0zpemf,input,target_blocks,False,25.3,
bc1qglzg0jv0eea4gzyhv5x2y8qdt9wnn2ac82v60n,input,target_blocks,False,24.5,
1EKjHkVNu68rVjDN3WnSQAi9f5TxLGJmUd,input,target_blocks,False,24.2,
1LNEdGxbbribJQ8zyR3KvCuv2AzArEkGjp,input,target_blocks,False,87.6,
bc1ply4ef0g5tz52tfq3l6x7n8cf34zw7hpd6zzvu78av9khuc7xhsaskuulr6,input,target_blocks,False,87.8,
bc1pt45ncwfhptellx5f8j3avm3zkgkj4gfd5s3cf4vd6krpytx5saustwg2wu,input,target_blocks,False,23.4,
1FcFTzWeTRoXJvPs8d9iWxQytUg4Tb8jQE,input,target_blocks,False,22.4,
bc1qtlnfyz678q0z7dsh5r2r6ek9senw5vugc0emkg,input,target_blocks,False,22.9,
bc1pfcf7r8mv8qw7zf89vpcdjpdrmy49fumja6g3l78n22tfq6m8tmeqa8sytn,input,target_blocks,False,88.9,
bc1qxyjff07fnp8kmn2hl3m7dasxczewufgyjd9dtr,input,target_blocks,False,90.7,
14jyZvKAtu2UyDSyH1sj9ezmMciGjV2A8P,input,target_blocks,False,23.5,
1GNJ4MA6FZuW1VoxDmWstWojDZh9DmNNaG,input,target_blocks,False,23.0,
bc1pk4345jjl8sm5uks6e940xs2rl506k9yznph93g6yxkn80ur6m5aqdg75hg,input,target_blocks,False,23.2,
bc1phulm8jqlz2jh9ydpdxvff46lx3tnxg2llgeggu3jwckup6agy3sqv5njn6,input,target_blocks,False,22.6,
bc1p8q8sa5rkjr5fv2yz2jer7nm87xlfgahtle5jm3x9r70wayyg7gas25mgl2,input,target_blocks,False,23.8,
bc1qxaf34n5vcmkrdwdssu6xhynxn9t0dpawp8ufct,input,target_blocks,False,21.9,
bc1ph973v307x9nnmm822arv05y4lms69ke6fpjp93zy2yge8zh6sh7spdtptm,input,target_blocks,False,22.7,
bc1qhucm8mq45rn5x234snp5uydxrahqlmymjgm37l,input,target_blocks,False,23.4,
bc1qxl4a83jwra7t7jt2twc8q9cmndhp90dgsm7rshhgrkvkkq8nvssqadadyf,input,target_blocks,False,89.3,
bc1pcr2ym555wcyy9hdlwgv82v48ntkdyhhshrt4en2868d972xjkzfqse9fkq,input,target_blocks,False,25.1,
bc1qt9nvg8mwuqmjlruc8z9m4kns2hd3gk2ylsdryp,input,target_blocks,False,22.2,
bc1qxauk0ca70g522efz4vjj3z79p4pp6a5h47wpdr,input,target_blocks,False,23.6,
bc1qmjk8vsssnxagrhm2dn85zf3ugn58npqn5h5hm2,input,target_blocks,False,21.2,
bc1plu2zad2p2zxchemf4x3talvl36ytwkkdmhuqcplxald72dw5aweqlpc4kx,input,target_blocks,False,22.3,
bc1qwd8mm9mj5n66aml2t0c26d599asvfjma3k23ls,input,target_blocks,False,25.7,
bc1qe7z2mk7vmsm7wll552jjy2sp8akfe5elwdtrx3,input,target_blocks,False,88.8,
bc1ppgqyfyzh6vq4wkq2sarsyaq8t762w0d4gkkztl7q7pxlunws630sq6kezc,input,target_blocks,False,22.9,
bc1p8mzr96hjqa7xqqa8cqf8gv64ttxj4evay7egcrv2uxzrf08rpwrqmjcpfs,input,target_blocks,False,25.1,
bc1q2dzk4xzmnh4xmr9awdzjhkrklalzeyxz568sle,input,target_blocks,False,26.0,
bc1q74qu2pz2svm0rdwrs2mkvlyyjuq67g3hw06edh,input,target_blocks,False,24.3,
bc1p8q9plyzjvtg3t4lgusarutf08s0gk6h4tw93rswrm4h5dsjz6mdq076x3w,input,target_blocks,False,24.3,
bc1q3lczeffy9unfw0w47757q4qklmpfl77nn2kec7,input,target_blocks,False,27.6,
bc1pxn33eavgsnerpfcnvm2syucszjh9udmas9hcpaayra3au034cpjq73kulp,input,target_blocks,False,89.4,
bc1pqlmflta0k6arqd6a8kte7cw7asvzqkn5x7lfans9x3ll990eah2s6k2pvx,input,target_blocks,False,28.5,
bc1qxffv7gljlywngghwtkngcrhv97y63eazjkp2ly,input,target_blocks,False,91.3,
1LzGoDHUk1pRonecJefvd6ZSjKsm1P54am,input,target_blocks,False,25.5,
39GEoUL1TQZyxej5AbTWxF2QABkhEMw6mi,input,target_blocks,False,26.4,
bc1q9jc04khr0hs3q4yx6t40mxum0w74eyg8jmkyhh,input,target_blocks,False,87.6,
bc1q37j989esahz02e8h7rndf5wy4qrmdyljuzsc5s,input,target_blocks,False,23.5,
bc1qdgj65qlwkdu0m4yrnmmvflqwak6wcfd2ztlygafknae4a6cwmfeqemxqhy,input,target_blocks,False,23.1,
1KYVEapvcfkerKpQMupW61h4JiUiiEKJU,input,target_blocks,False,24.3,
bc1q9trzzsppurfwzqnzcya3aujvlhctd5ughaql78,input,target_blocks,False,22.4,
bc1p89rlzqhphy57tgagqwjgcm2966zruz2zqgrd7qtferz27pnn7e6qwuj6vu,input,target_blocks,False,23.4,
bc1qgmpt3228ezkeuh8naztw3ch2k60wfdkkyxpv2y,input,target_blocks,False,25.1,
3JZ4h3TusdzHLGL63JX5QrdhJodk8bNhp2,input,target_blocks,False,22.6,
14pQtqAuJdDGi9nnP5LVis5FA4Cc6arvVX,input,target_blocks,False,21.9,
bc1p0hdvkwyjszrmf26c2vkjg7x2mq8f2xkuy84myxkk0g9yulqyu9sqz7jdxj,input,target_blocks,False,89.8,
bc1pw8vn4d26c5lmulnrlkcgdfxc79t4nqqehu3v5ax6yp7wpwmw2rqskdn3s3,input,target_blocks,False,23.8,
bc1pa5pjf5qywshggymnasmrasu3clm7z4z5t08vwgldn7wzkhe6a0jsqppydm,input,target_blocks,False,24.3,
bc1q0ltnmwl7wpc435jdcksdy5pqkwj06a6792vxu0,input,target_blocks,False,22.9,
bc1qh2trcl704kynv73lu9jp9kquw56dtuauvhl6c9,input,target_blocks,False,90.8,
bc1qs4mcz47669ef7rarx3rrr37rpmgp4dhprtu6af,input,target_blocks,False,23.8,
bc1p7nrgk0rsckensmsvaewscva39xcxs6wqfv6zqlgnv4l7kjrqtdcqne683z,input,target_blocks,False,24.4,
bc1pjjxdaguxej2czgepvj897srjx7757vh9lz6xarxecmwdf492sy3ql24d7f,input,target_blocks,False,23.5,
bc1qcah3jj42d2yetvylryg3ur5x9jvc9mxyk8cn3g,input,target_blocks,False,25.1,
bc1q7udzcyw95u6xtdcqeaqglnhnqw7sk6666u2fv3,input,target_blocks,False,23.5,
bc1qn6yvdtcgx6ztvktd2dq68v8ueq37w0sv92kj7f,input,target_blocks,False,21.8,
bc1qc8d4tedpp0szzhjyf6jk7g0sjcpgd7t62vwpa6,input,target_blocks,False,21.7,
bc1pg975wyhlm90v3t5d2yjm2h00q2gwwpmxp93s4pq445jxgpw6l67sa04dqm,input,target_blocks,False,22.5,
bc1quct6fr3dz6j5ydayey5fvg97vrm6a4vj4ka4pj,input,target_blocks,False,23.6,
bc1q76mhw7key83t9jhjj4mp8g3aa042psld93jep9,input,target_blocks,False,89.2,
bc1q89hapxrgdt6swzh7qkf757pa66ge8qqp6p0usy,input,target_blocks,False,25.8,
bc1pr8fw9nlshzx766wjv3kvqp05pa42kw6e9hrznrjefdvcs63vf56smey49c,input,target_blocks,False,23.3,
bc1qjgeasqer5g48yd3se2ynxusajaz20rj60pjxmz,input,target_blocks,False,23.9,
bc1qcau7s9ssx4guc6rnllnezrqaanvmvzgqljnumw,input,target_blocks,False,21.4,
bc1pm78qcj3xxx46wewyvpf5a535sjyj89c40vdy3csdgzaxw42ejgdqk0c842,input,target_blocks,False,23.1,
bc1pvy52e8en3w02ug5uv2qvkkkajqrqarlgq785062uh7scwlnjzuysjj0yla,input,target_blocks,False,23.4,
bc1pdpzcun07jmmvc3l2g8r230pygvkwf3vxvzqjjyw5r6m8n0v2d75q6v2yru,input,target_blocks,False,24.1,
bc1q9e4smd7ah68zt86zsqgqakgfay8ls4c6nxv7yk,input,target_blocks,False,24.6,
bc1ptppqrqlt968krza9rlm78yhr7ejt8689lwfxjw72d7e4whwk8yxqp5xz4m,input,target_blocks,False,25.8,
bc1pumq0z0hsxd5p3txusjnvmvw5ltd5hhnl5ynl0z8yn8dfvdn3282qpt6psf,input,target_blocks,False,26.3,
32319xdGoB6pj3P2hkgYGcQBK8fwmQKUG9,input,target_blocks,False,23.1,
bc1qw9ghfhahtgcta328yqxfr5mklmmcnlg4j9l5kf,input,target_blocks,False,26.2,
1Hz6yCqXWFykhtjvH8QYCmqdKG2ihCkKWh,input,target_blocks,False,25.8,
bc1p34n6ksp2g4az04h5nkdv8ujlm8hxwpq72ezunudjzny0m3yzs9yswt35ef,input,target_blocks,False,22.0,
bc1q3xuk0g2sqzr9x63vdqpeyn8jvltlpursh0w6z0,input,target_blocks,False,21.9,
bc1p55ezjlmyqrlcjlwpuwt0s78l5a9vfk9f05nnazd636kfz3stnvasgz3wj5,input,target_blocks,False,26.2,
bc1qenpxgjuvyk8en8nv9wnff4ln4w6a7spyw95yfz,input,target_blocks,False,22.9,
bc1q0euavx3duak3vqkygmzz4q4jpxcgc28n3lyydn,input,target_blocks,False,24.0,
bc1qcje835737md88w5rnv08drx6ghglrvh784rn40,input,target_blocks,False,26.9,
bc1p4llpfxusup9vaxfsdqfaxvyr8detrtwzeugnvy9mjx2l4ws88mksvchaet,input,target_blocks,False,26.3,
bc1quu04mwdmfaqhg7yv9tth7jt6jfwxqtcgnqx9ss,input,target_blocks,False,23.9,
19URacSbahM6DMjZxtjoTAr5UjwfFFDgBa,input,target_blocks,False,22.7,
bc1qa3y6893dwuzugtt7enfr4cjlvn7y2tehxvf2ud,input,target_blocks,False,23.6,
bc1p88ayd2pdqmvntcrq23p6pzkdguat4t3zdk47klld0ythnaan50js09nyd3,input,target_blocks,False,24.9,
bc1qfepct7yhst3ej44fd6qlusgnx88petmfhdg6eu,input,target_blocks,False,22.7,
bc1qkcph805mcqpvkvvfnzq0lrvnxl7skpfks28grq,input,target_blocks,False,22.7,
bc1qvuqtfqe5ffy9uhv4u5cvjgk9m948rq86hm6xcl,input,target_blocks,False,23.7,
bc1p2duldllr2j5flwrzk74dcxetmsee22j75u0rydp3f6838f98fzkqm76shf,input,target_blocks,False,25.2,
bc1qkwp6dgv779syyhzghdvn853f439t5xavgf0npu,input,target_blocks,False,22.4,
bc1qwp6hqwfy40wumtzftnmyqzuq9eu8rshp8j8t9q,input,target_blocks,False,22.0,
bc1qdu22ayt09ptkark4pwn7jjkd2t20jvyq9e6uky,input,target_blocks,False,22.9,
bc1pc0rsc6faxstadu3vhhxpj7qatuqkmrvl8je45h47zz9xxrderc7sry40c5,input,target_blocks,False,23.9,
bc1q5e5kv3n68n3m8p2etf9v8qrua0ue28cn93us9e,input,target_blocks,False,26.4,
bc1qh2rspjp3g5lt8af0vw9vx9v6u6xsf0w90n8wc0,input,target_blocks,False,26.3,
bc1ptqunxnu0zpxe3y4fr7dxf4ydtymqv0v08zd543rulc6x438mjuqsh830he,input,target_blocks,False,89.2,
bc1pnp80wr8wwwe33zma4cqtwc52wyxjt6wsapf0k6lr654z4kmetf9qlmtd0t,input,target_blocks,False,22.8,
bc1pkrxss3rxxkt27tsydza88df0q0q0nl0sseqeqernmcha54g85pws4z8w4h,input,target_blocks,False,24.6,
bc1plmdlvttwwgt55vx2hj0cxjrwtw6f07jynhhqc8q3fmftv9lwvhvsqdyrzt,input,target_blocks,False,23.0,
bc1qwr9ame2slzs7hkz2gg44m0kg4rpzj5dhr4550e,input,target_blocks,False,94.0,
bc1q02zf9fluv5n6pqxn9kvne6rsy3lw2s383gj8hd,input,target_blocks,False,27.8,
bc1quw89xy78sjfumj2u74u3ztpgwja6xunc7pahp2,input,target_blocks,False,24.2,
bc1q5lqcjdcu8jmmhf4pmlrl3a8mcn2jwcww60zmkc,input,target_blocks,False,23.3,
bc1q2nvhe4r45k5fdefaugg2aakq605rlgav4j60yg,input,target_blocks,False,31.9,
bc1qq729ak8h9cv5v65ckvyqcjag866hz00q39alja6cnedep9ppyzrsrl7273,input,target_blocks,False,36.5,
bc1qkagcmh3xxaqlfnhjkzyg74hpjyd8yncdfnxrld,input,target_blocks,False,33.5,
bc1qd6x79lyukm7h35lwg26vjxesqgeld0gseml5nt,input,target_blocks,False,25.5,
bc1pzru5at373epkfrkpze2ldzl96ztrkedncmrg7rrkp3qp6uguukfs2yc9wa,input,target_blocks,False,87.5,
15CnnQb9XqJ91N8xe7D5UjMS2B4r2rwSiJ,input,target_blocks,False,23.8,
1NcSrTJcMHNFRozfxv3Z45wokLkqk93ruX,input,target_blocks,False,23.1,
bc1q9avrzz37rkt3y0mqzlqz4q89g8p0d2l2cv42t8,input,target_blocks,False,88.4,
bc1qzfhjnq7cvejxpt6n6mgxy9quf5t99l8ht8rckgwdvfgj8tz7pw9qvnhrqj,input,target_blocks,False,24.7,
bc1qxl4sz8q4djenzxrqrtlhdqe80fuxhre9c5p2dr06uxucer0vksfsg5qydr,input,target_blocks,False,24.1,
bc1qhy7rlq4tn6hdnj6026wgm4uvjndm8rt8q49k4h,input,target_blocks,False,22.4,
bc1qnyp6fmep8f3eqn5jst9ln4yczzchzr7uq4pd0d,input,target_blocks,False,21.9,
bc1qnzw30383p7s97xy4uf4266zjp4jc26mw976lqt,input,target_blocks,False,90.4,
bc1qucd8yrdgyl7aulz0pv9gf8g3ze92pzgrkkm0vj,input,target_blocks,False,22.9,
bc1pvs46agx8458ayfnzve97wm52ectmctey3vck6cp0p43e7cuxx0lq0qapqz,input,target_blocks,False,21.9,
bc1pve0qrt3z3u7mxjsn69fexj845af90u53pz7y00yjjfy5pxdpzt9qlj0h8h,input,target_blocks,False,23.5,
bc1p8s3yttxs8h9ew9uhxz0vv96ts6sm45lxy0kax4xaay2cff22crtqcnrayk,input,target_blocks,False,24.2,
bc1qlktrv2y3d9expfqhnyl3d6dmvdxr09kq5v85vt,input,target_blocks,False,92.1,
bc1qrh9wzgxhmttzxaus0qpcfgtunnmnfqmkq5rw79,input,target_blocks,False,23.5,
1MibJ8TcQfgij2TPwywLS5tfEiLacqBijy,input,target_blocks,False,21.5,
1LbXRD91piJPAWDH2kQrRawa7zRB4nhwMc,input,target_blocks,False,96.1,
bc1psfyflp530thjt4ky06wxaxxwrvfs4xm47hcj9ca7svzr9h5lwxnsq5ym9a,input,target_blocks,False,25.0,
bc1p0ndvll2u70ww5l9u6p2sqhtv6vmfq2qs0jjr7jqc76wmz2af5ras4xlzhk,input,target_blocks,False,22.7,
bc1qrf8jghrdfter8acm7al3fcu9q9uajqj93877y2,input,target_blocks,False,24.1,
bc1q7uc3k7wrcc4hslazqv3jd2ns0zyt7ug9zwr9ap,input,target_blocks,False,34.2,
bc1pkd4n34qv4vqdj9cqdvzs0c7xgw8ae2tym86k056ehhk89vt3navq2kgmyd,input,target_blocks,False,33.4,
bc1qev2xclueqvyawxjt2e29csh598wrjucmkywwxh,input,target_blocks,False,33.8,
bc1pdcmfkf94gev2mrkst5al0cd924t7jsh96s8kfxkgwxnv34kmzyzqp424q3,input,target_blocks,False,87.6,
bc1qg8rxflgczqp25wtjhmtftczy7nxysy9jzkjh6v,input,target_blocks,False,26.6,
bc1qggjsqcn93epft0xst27nt0hp0vhe69cljy2gus,input,target_blocks,False,24.8,
bc1qdspn2gyxt5ln5a5t6d0wpqrt2046wxvpgnr8lm,input,target_blocks,False,24.2,
bc1qkd2swj2dj3jcfygpyylvmcwxq8g9h5dv9wvzhn,input,target_blocks,False,23.1,
bc1qre5w2cxuhgavjxpry8gjx8l53gnwu3lyzsnzc8,input,target_blocks,False,22.0,
bc1q8dvx8a7fh4z8049q7jnclle5nkvyxcv2f59769,input,target_blocks,False,23.5,
bc1qhq0u40sa7ux74vpjl5mtmmzemt50dxhzw4hf7a,input,target_blocks,False,24.2,
bc1q4vxcxw7mpg9dcryqu0kav8awrn7qk5e6wgs3hg,input,target_blocks,False,23.4,
bc1p0u7awmhf9u8kvqe47qn0f7udn43xfqm887y0y6telxad606mmstqm8mzqn,input,target_blocks,False,24.8,
bc1q4e2l56du8zdf35um5mdxdsdja5dfarqrjl7dtp,input,target_blocks,False,22.7,
bc1q9c64xd2pwcxalmg4sneadf2ll3lu6dgd0l8tq7,input,target_blocks,False,22.1,
bc1q209avg67kp33wec74k67qplk7jfn63g5z5wxt7,input,target_blocks,False,22.8,
bc1qvx0l5jdkefcwwu42l5vw53mgkr3vmrhesg50f8,input,target_blocks,False,28.9,
bc1qsaj65jqjcucl7hpq8dklawtm2p6vu2ze49jxnr,input,target_blocks,False,22.6,
bc1p6a259l35x7lvgp8ny2w4txge3gxjrm8e8t3pyj0h3yjkvsvrsg8qt53x38,input,target_blocks,False,23.9,
bc1qaldd7xsaqayxml2gsuj73tg0c39tjmdt05pgjv,input,target_blocks,False,26.9,
bc1qsg9g5w7zl2m4k2perfmeuknckqzlh5mkarj48e,input,target_blocks,False,24.9,
bc1q7t39g7zzn4de3c64gla8nqhqylzmnjssvuwnmk,input,target_blocks,False,27.5,
bc1q0wglfgmf09gtc28cr7txy7q9t2mnaapp747927,input,target_blocks,False,24.2,
bc1p7rearwgewn9qdamdqjupu9lc2nkduellus5k028r5w984yg0jsss3f5hev,input,target_blocks,False,26.1,
bc1pj3sa87jmtkr5q8dasa0qzlymtg5w0y0u532dhasgq8aa3tcd4k0selzglk,input,target_blocks,False,89.5,
bc1peq4ygxtl2j7tl9wr3zecqpzuftmz4ufa7rcuvn860cspc8pl56rq6yq3wv,input,target_blocks,False,22.8,
bc1qxm2pggg3p93rwfu36afsq4rcn3wsznrfrzt67v,input,target_blocks,False,87.9,
bc1pcse006dzd4ntk6l3yd547hw7e9r7jqkqhdauu64c4eqp6a4ky2mstzq3dl,input,target_blocks,False,24.3,
bc1qa4kfn7xljdldz9857d6743k9e76l7gfe88wqxw,input,target_blocks,False,22.2,
bc1qg9fy9nw972k0xafc6nlyarp07l37muvnemngv2,input,target_blocks,False,24.4,
3M8XPz4UVfniZrPvgGgqwMojLw2Nw741EF,input,target_blocks,False,91.0,
bc1pe7axsfwusctkwge4cgx8t7qkulzsayf4kegmtqhmpxxan3unkggsuft7rz,input,target_blocks,False,24.0,
bc1p0pe7k0yvcvk6wpwdvwjtjag84f6yydd30lns00swjg5kdhg3qqzq44n92s,input,target_blocks,False,22.0,
bc1pyqr3ywnwhvxvutu7mt9x6yp88jzu4ylhfqt873fqtqt57j92nwks8e04ys,input,target_blocks,False,22.9,
bc1p9xnc377uvgerpntx0p0fuxz86ctn6cqernr7u2wl8ec7sa4csd2qfmycp5,input,target_blocks,False,87.5,
bc1qejqu33p3f3vs74c80vsqsrgeklc4c00puk4rrp,input,target_blocks,False,23.6,
bc1qpajtwngx37gc6gmkne3yx7mcwh5czrk2wy4n7f,input,target_blocks,False,23.3,
bc1qcek83pfl5lhzxnvze69l5ak70nudxa4zn9v8uv,input,target_blocks,False,34.1,
bc1q4gy5kyjd6xshwhxru0nz5tp3e7c8mt9vw30eqz,input,target_blocks,False,20.7,
bc1qumnhkh4dr2u36gnd0v70t8x56wqlx6xql0p96y,input,target_blocks,False,21.7,
bc1qghqfggp5qx2mq7g4sf0j8r77ffeum9vr9a4qzd,input,target_blocks,False,91.3,
bc1p0fwhv3czj956wjevepxjy7qaf2u9uhxyg8av52uxghv75fdw3kkqdf5m64,input,target_blocks,False,23.5,
3CRYuDFC5UyTemwv45mBJkDhKB7EyEute5,input,target_blocks,False,23.8,
bc1pn5f9x9m0a9yvpjcumpjftu4rngugg0ndt8ajzcjfjl0qx7arz2xsgucqe3,input,target_blocks,False,88.0,
bc1qh03v2sjz7qkhaxu8z6kcdudu404t0ps7pv5q7apz6pgl9uznnu9qaslscn,input,target_blocks,False,89.2,
1A98B3hZ6y2WiAZz1bm4Lg92kQUp61PBk,input,target_blocks,False,22.7,
bc1p6hahplqfzgqdrrtrqr6t0j72tyrfsmfnpvsuupez3d5rf98xv4pqw4qp3a,input,target_blocks,False,31.2,
bc1qxnel2rtemfngehfn4ahetvkpqah4t4q4uqx6t8,input,target_blocks,False,23.2,
bc1q36ku48rndpvphaj63kmu07lhjxcr67ym68dxkm,input,target_blocks,False,22.7,
19Lcz7iwx7mwYz8gpQtsp3C5FNDEnBxiEk,input,target_blocks,False,23.6,
bc1px2sluuccfqyy7exgr8vg6pv85cwwfmheq6r7wmcr2aj6gxj8jrzstm4ju9,input,target_blocks,False,23.3,
bc1qwxrmngj9m7aargs09sphkhqp97x04rhvzft7we,input,target_blocks,False,24.0,
bc1qw2f6xa34tx70d57hrre9jtgnct4pjftund3ek4,input,target_blocks,False,27.7,
bc1pejdaey9u79nv8p266yxgte00svua9g39uqvchkz2hklv4kk9lx7sn2phhz,input,target_blocks,False,24.1,
bc1p63l8tla8yjk07lr7f7akn6sw27h29675tqlw2fccf3zf6gtsc9ysam5srq,input,target_blocks,False,22.6,
bc1pphtxr3u6pjsw6edk0m6llctlnw42449c5rcphj689h745aq4mypqsa4lj7,input,target_blocks,False,24.4,
bc1p42j5kl66fjc62ucyq2j4c8ys6hur9w0s5q200juaavmh6e3auqxqpd229r,input,target_blocks,False,21.8,
bc1qa3en76dna8mkt5tkazdy860sgsjtmmnnsy9ag3,input,target_blocks,False,23.3,
bc1qc6lecxe50zvzrcc998jsurs9ev3v888clfxfha,input,target_blocks,False,24.0,
bc1qkfxctlcjcep43emamfgdgpwt4dfpgyx5xxlwdd,input,target_blocks,False,22.4,
bc1qq2sahpcm0ccpsgcz9whh0zh3spnzc2vmxf6f5q,input,target_blocks,False,23.1,
bc1pela9ufr4ru5swfhdpe7sqtamgxmuanswzz2ve7096qmgxx0c0mssa22qwv,input,target_blocks,False,88.0,
bc1qlt8htu7hzwqp4nv8v5pyyv8h2fzvds5a52rw5y,input,target_blocks,False,92.7,
bc1qveq44flsdc7tmm4dcqazam0zylumrzv48v2mtq,input,target_blocks,False,26.9,
bc1p0jj3rnmwzw9tpm48zdptesx5dhxzqkm7qs3yu9t4hpu84hdfjz9sudzv3s,input,target_blocks,True,15.3,
bc1q7p70ygm8pve453cgnd6s4t06m74yjjg3530kuq,input,target_blocks,False,92.3,
bc1pqx0975tmk68z2l4crmy3e09km4hlj58pkxpftm9vq4twq72jm5vqzvkfl9,input,target_blocks,False,24.5,
1LSAMnfLTiA8KDHas9TB8y42fRo3WPtW8n,input,target_blocks,False,23.2,
1Eh5UBGVvs2h4taAVntVyCGRyHeKYUNrVE,input,target_blocks,False,25.0,
1AzWCbVJqqv9N8pE121J3FDnHen1LCx9bU,input,target_blocks,False,90.2,
bc1q45yh067d8kze06g74q2lmxjs8eu8uca3f22nk6,input,target_blocks,False,26.0,
3CVpU1LpyuARU1hQzim4ru25DJgpbJqiRA,input,target_blocks,False,25.2,
bc1p3ws9v0msytwpzzvwz5geq6av4gwzkmx8guqvu3nlmdlftga0jassk80436,input,target_blocks,False,26.1,
1AJJ8VbAy5NLcvB7pvMcSViQzvwqVcCdCt,input,target_blocks,False,27.2,
bc1pxpyuag52kzr39pj3w5vyq0x4tt2wuvlzm20naaxly4ng8yluyw7qcyfhpy,input,target_blocks,False,24.6,
bc1pxmqf9tavql2y7jgzv2aavuf242gr06c83vvse9jmmclxkhu85q7sqmp9mj,input,target_blocks,False,22.9,
3QUYPzft43mbCYsnoZcuSKqxw8NREsS51h,input,target_blocks,False,22.5,
3D2Udvf1Lb3CdvVwJHdpRpMRGnmkrEq2yB,input,target_blocks,False,23.7,
32aNLpZFxKSdvLixjiLHBieno79k1psrmZ,input,target_blocks,False,22.8,
38R2YmNqscPZkMkTrES4qb2LK5wuMTDZ58,input,target_blocks,False,22.0,
3MNsUo3mBMXMLDRJn1rweHvq581wyWj9GJ,input,target_blocks,False,21.4,
36daoiCKFxXgi4ntYnisx9nZ6WJ1CpJWEw,input,target_blocks,False,21.5,
3HoKzWZ6rYir6cMBqunUMJMKn9heoLEspB,input,target_blocks,False,87.8,
164ogGGENe2K9Bq2CxP4iKQf6nup5T8t8m,input,target_blocks,False,22.8,
19zcucQGs3kPAwXBYH4VNhtk3Qy7azJsX6,input,target_blocks,False,23.3,
bc1p05kvzj8zsuzqlq7j0yxqygh2nfrm05998325290pxg8ueteee20qldd3ry,input,target_blocks,False,32.6,
bc1qrqg40xnypa37gushfha7e4enaplv2e89yz6ckn,input,target_blocks,False,27.4,
3HYjQZaytMNixSZwU6Dkd7QBQhs2yFcp3E,input,target_blocks,False,26.3,
