auc_pr,auc_roc,f1,precision,recall,brier,threshold,tp,fp,tn,fn,val_f1,n_train,n_val,n_test,train_positive_rate,val_positive_rate,test_positive_rate,scale_pos_weight
0.7636911039391483,0.9654452596210105,0.7503889369057909,0.7656084656084656,0.7357627118644068,0.012338003163012473,0.9500380178974897,4341,1329,642262,1559,0.3362511319041199,794859,242722,649491,0.0050763720357950275,0.007230494145565709,0.009084036576334392,195.9910780669145
